name,englishName,scientificName,categoryName,subcategoryName,origin,difficulty,tempMin,tempMax,phMin,phMax,description,careTip,environment,husbandry_features,notes,localImagePath,size,lifespan,diet,compatibility
恐龙鱼,Senegal Bichir,Polypterus senegalus,大型/古代,怪兽,非洲,easy,24,28,6.5,7.5,活化石。,皮实。,底层或中下层。底栖类（如魟鱼）需要大面积的底部空间和细软底沙。,食量巨大，生长迅速。多为掠食性，一口吞下任何能吞下的鱼。,魟鱼尾刺有剧毒，维护时务必小心。对水质（特别是氨氮和亚硝酸盐）耐受度极低。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_101_polypterus.jpg,25-40,15-20,肉食,大型混养
鳄雀鳝,Alligator Gar,Atractosteus spatula,大型/古代,怪兽,北美,medium,20,28,6.5,8,危险外来种。,禁止放生。,底层或中下层。底栖类（如魟鱼）需要大面积的底部空间和细软底沙。,食量巨大，生长迅速。多为掠食性，一口吞下任何能吞下的鱼。,魟鱼尾刺有剧毒，维护时务必小心。对水质（特别是氨氮和亚硝酸盐）耐受度极低。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_102_atractosteus.jpg,100-200,25-50,肉食,单养
肺鱼,Lungfish,Protopterus,大型/古代,怪兽,非洲,easy,24,30,6.5,8,可用肺呼吸。,长相呆萌，咬合力大。,底层或中下层。底栖类（如魟鱼）需要大面积的底部空间和细软底沙。,食量巨大，生长迅速。多为掠食性，一口吞下任何能吞下的鱼。,魟鱼尾刺有剧毒，维护时务必小心。对水质（特别是氨氮和亚硝酸盐）耐受度极低。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_103_protopterus.jpg,60-100,20-25,肉食,单养
电鳗,Electric Eel,Electrophorus electricus,大型/古代,怪兽,南美,hard,24,28,6,7,能放电。,极度危险，不仅是鱼。,底层或中下层。底栖类（如魟鱼）需要大面积的底部空间和细软底沙。,食量巨大，生长迅速。多为掠食性，一口吞下任何能吞下的鱼。,魟鱼尾刺有剧毒，维护时务必小心。对水质（特别是氨氮和亚硝酸盐）耐受度极低。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_104_electrophorus.jpg,150-250,15-22,肉食,单养
公子小丑,Ocellaris Clownfish,Amphiprion ocellaris,海水,常见,太平洋,easy,24,27,8,8.4,尼莫。,好养。,珊瑚礁海域。必须使用人工海盐调制海水，比重1.020-1.025。由于大多为珊瑚礁鱼类，活石造景是必须的。,色彩极度艳丽。部分品种（如小丑鱼）与海葵共生。大多具有领地意识。,"海水缸建立氮循环（爆藻）周期长。对水质参数（KH, pH, NO3）要求远高于淡水鱼。必须配备蛋白质分离器（蛋分）。",/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_公子小丑_amphiprion.jpg,8-11,6-10,杂食,配对
黑小丑,Black Ocellaris,Amphiprion ocellaris var.,海水,常见,改良,easy,24,27,8,8.4,黑色型。,酷。,珊瑚礁海域。必须使用人工海盐调制海水，比重1.020-1.025。由于大多为珊瑚礁鱼类，活石造景是必须的。,色彩极度艳丽。部分品种（如小丑鱼）与海葵共生。大多具有领地意识。,"海水缸建立氮循环（爆藻）周期长。对水质参数（KH, pH, NO3）要求远高于淡水鱼。必须配备蛋白质分离器（蛋分）。",/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_106_amphiprion.jpg,8-11,6-10,杂食,配对
透红小丑,Maroon Clownfish,Premnas biaculeatus,海水,常见,印太,medium,24,27,8,8.4,深红棘刺。,凶。,珊瑚礁海域。必须使用人工海盐调制海水，比重1.020-1.025。由于大多为珊瑚礁鱼类，活石造景是必须的。,色彩极度艳丽。部分品种（如小丑鱼）与海葵共生。大多具有领地意识。,"海水缸建立氮循环（爆藻）周期长。对水质参数（KH, pH, NO3）要求远高于淡水鱼。必须配备蛋白质分离器（蛋分）。",/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_透红小丑_premnas.jpg,15-17,6-10,杂食,配对
蓝魔,Blue Damselfish,Chrysiptera cyanea,海水,常见,印太,easy,24,28,8,8.4,电光蓝。,凶，闯缸。,珊瑚礁海域。必须使用人工海盐调制海水，比重1.020-1.025。由于大多为珊瑚礁鱼类，活石造景是必须的。,色彩极度艳丽。部分品种（如小丑鱼）与海葵共生。大多具有领地意识。,"海水缸建立氮循环（爆藻）周期长。对水质参数（KH, pH, NO3）要求远高于淡水鱼。必须配备蛋白质分离器（蛋分）。",/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_108_chrysiptera.jpg,6-8,5-8,杂食,有攻击性
三点白,Domino Damselfish,Dascyllus trimaculatus,海水,常见,印太,easy,24,28,8,8.4,黑身三白点。,也是凶猛雀鲷。,珊瑚礁海域。必须使用人工海盐调制海水，比重1.020-1.025。由于大多为珊瑚礁鱼类，活石造景是必须的。,色彩极度艳丽。部分品种（如小丑鱼）与海葵共生。大多具有领地意识。,"海水缸建立氮循环（爆藻）周期长。对水质参数（KH, pH, NO3）要求远高于淡水鱼。必须配备蛋白质分离器（蛋分）。",/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_109_dascyllus.jpg,10-14,5-8,杂食,有攻击性
雷达,Firefish Goby,Nemateleotris magnifica,海水,常见,印太,medium,24,27,8,8.4,白红渐变，天线。,跳缸王。,珊瑚礁海域。必须使用人工海盐调制海水，比重1.020-1.025。由于大多为珊瑚礁鱼类，活石造景是必须的。,色彩极度艳丽。部分品种（如小丑鱼）与海葵共生。大多具有领地意识。,"海水缸建立氮循环（爆藻）周期长。对水质参数（KH, pH, NO3）要求远高于淡水鱼。必须配备蛋白质分离器（蛋分）。",/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_雷达_nemateleotris.jpg,7-9,3-5,肉食,温和
医生虾,Cleaner Shrimp,Lysmata amboinensis,海水,常见,印太,easy,24,27,8,8.4,红白条纹虾。,清理寄生虫。,珊瑚礁海域。必须使用人工海盐调制海水，比重1.020-1.025。由于大多为珊瑚礁鱼类，活石造景是必须的。,色彩极度艳丽。部分品种（如小丑鱼）与海葵共生。大多具有领地意识。,"海水缸建立氮循环（爆藻）周期长。对水质参数（KH, pH, NO3）要求远高于淡水鱼。必须配备蛋白质分离器（蛋分）。",/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_医生虾_lysmata.jpg,5-6,3-5,杂食,温和
蓝吊,Blue Tang,Paracanthurus hepatus,海水,神仙/倒吊,印太,medium,24,27,8,8.4,多莉。,易白点。,开阔的珊瑚礁水域。需要较大的游泳空间和强劲的水流。,倒吊类多以藻类为食，是珊瑚缸的清洁工。神仙类可能啄食软体珊瑚。,倒吊类（如粉蓝、蓝吊）极易感染海水白点病（所谓的'白点王'），检疫是必须流程。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_112_paracanthurus.jpg,20-30,8-12,素食,有攻击性
黄金吊,Yellow Tang,Zebrasoma flavescens,海水,神仙/倒吊,夏威夷,medium,24,27,8,8.4,亮黄。,除藻。,开阔的珊瑚礁水域。需要较大的游泳空间和强劲的水流。,倒吊类多以藻类为食，是珊瑚缸的清洁工。神仙类可能啄食软体珊瑚。,倒吊类（如粉蓝、蓝吊）极易感染海水白点病（所谓的'白点王'），检疫是必须流程。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_黄金吊_zebrasoma.jpg,15-20,10-15,素食,有攻击性
粉蓝吊,Powder Blue Tang,Acanthurus leucosternon,海水,神仙/倒吊,印度洋,hard,24,27,8,8.4,粉蓝配色。,白点王，难养。,开阔的珊瑚礁水域。需要较大的游泳空间和强劲的水流。,倒吊类多以藻类为食，是珊瑚缸的清洁工。神仙类可能啄食软体珊瑚。,倒吊类（如粉蓝、蓝吊）极易感染海水白点病（所谓的'白点王'），检疫是必须流程。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_final_粉蓝吊_acanthurus.jpg,20-25,8-12,素食,有攻击性
火焰仙,Flame Angelfish,Centropyge loricula,海水,神仙/倒吊,太平洋,hard,24,27,8,8.4,红底黑纹。,啄珊瑚。,开阔的珊瑚礁水域。需要较大的游泳空间和强劲的水流。,倒吊类多以藻类为食，是珊瑚缸的清洁工。神仙类可能啄食软体珊瑚。,倒吊类（如粉蓝、蓝吊）极易感染海水白点病（所谓的'白点王'），检疫是必须流程。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_火焰仙_centropyge.jpg,10-15,5-7,杂食,有攻击性
马鞍神仙,Majestic Angelfish,Pomacanthus navarchus,海水,神仙/倒吊,印太,hard,24,27,8,8.4,蓝黄配色。,大型神仙。,开阔的珊瑚礁水域。需要较大的游泳空间和强劲的水流。,倒吊类多以藻类为食，是珊瑚缸的清洁工。神仙类可能啄食软体珊瑚。,倒吊类（如粉蓝、蓝吊）极易感染海水白点病（所谓的'白点王'），检疫是必须流程。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_马鞍神仙_pomacanthus.jpg,25-30,10-15,杂食,单养
狮子鱼,Lionfish,Pterois volitans,海水,神仙/倒吊,印太,medium,24,27,8,8.4,鳍有毒刺。,肉食，吞小鱼。,开阔的珊瑚礁水域。需要较大的游泳空间和强劲的水流。,倒吊类多以藻类为食，是珊瑚缸的清洁工。神仙类可能啄食软体珊瑚。,倒吊类（如粉蓝、蓝吊）极易感染海水白点病（所谓的'白点王'），检疫是必须流程。,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_baidu_狮子鱼_pterois.jpg,30-38,10-15,肉食,单养
狮头,Lionhead,Carassius auratus var.,冷水/国粹,金鱼,中国,medium,15,25,7,8,头部肉瘤极度发达，无背鳍。,水质要求高，需定期换水。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_狮头_carassius.jpg,15-20,10-15,杂食,同类
虎头,Tiger Head,Carassius auratus var.,冷水/国粹,金鱼,中国,medium,15,25,7,8,头部肉瘤较狮头更紧实。,需要良好的水质维护。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_虎头_carassius.jpg,15-20,10-15,杂食,同类
朝天眼,Celestial Eye,Carassius auratus var.,冷水/国粹,金鱼,中国,hard,15,25,7,8,眼睛朝上翻转，独特品种。,视力差，需单独喂食。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_朝天眼_carassius.jpg,10-15,5-10,杂食,同类单养
鹤顶红,Red Cap Oranda,Carassius auratus var.,冷水/国粹,金鱼,中国,medium,15,25,7,8,全身银白，头顶鲜红肉瘤。,保持水质稳定利于发色。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_鹤顶红_carassius.jpg,15-20,10-15,杂食,同类
绿莲灯,Green Neon Tetra,Paracheirodon simulans,灯科/加拉辛,南美小型,亚马逊,medium,24,28,5,6.5,比红绿灯更小，绿色荧光带。,需要极软的酸性水。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_绿莲灯_paracheirodon.jpg,2-2.5,3-5,杂食,群居温和
火焰灯,Ember Tetra,Hyphessobrycon amandae,灯科/加拉辛,南美小型,巴西,easy,23,28,5.5,7,通体橙红如火焰，迷你型。,深色底砂更利于发色。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_火焰灯_hyphessobrycon.jpg,1.5-2,2-4,杂食,群居温和
刚果灯,Congo Tetra,Phenacogrammus interruptus,灯科/加拉辛,其他加拉辛,刚果,medium,24,28,6,7.5,大型灯鱼，彩虹色泽，公鱼尾鳍延长。,需要较大的游泳空间。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_刚果灯_phenacogrammus.jpg,8-10,3-5,杂食,群居温和
红剪刀,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,灯科/加拉辛,南美小型,南美,medium,23,28,6,7,体侧有红色心形斑点。,喜欢植物密集的环境。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_红剪刀_hyphessobrycon.jpg,6-8,3-5,杂食,群居温和
帝王鼠,Emperor Cory,Corydoras sp.,鼠鱼/异型,鼠鱼,秘鲁,medium,22,26,6,7.5,体型较大的鼠鱼，金属光泽。,需要细沙底材。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_帝王鼠_corydoras.jpg,6-8,10-15,杂食,群居温和
皇冠鼠,Emerald Cory,Corydoras splendens,鼠鱼/异型,鼠鱼,南美,easy,22,26,6,7.5,绿色金属光泽，体型大。,皮实好养，适合新手。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_皇冠鼠_corydoras.jpg,7-9,10-15,杂食,群居温和
太空飞鼠,Pygmy Cory,Corydoras pygmaeus,鼠鱼/异型,鼠鱼,南美,medium,22,26,6,7,迷你型鼠鱼，会在中层游动。,需要大群饲养。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_太空飞鼠_corydoras.jpg,2-3,3-5,杂食,群居温和
L333黄金帝王,King Tiger Pleco,Hypancistrus sp.,鼠鱼/异型,异型,巴西,medium,26,30,6,7,黄黑条纹，小型异型。,需要高温和洞穴。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_L333黄金帝王_hypancistrus.jpg,10-12,10-15,杂食,温和
L134豹纹,Leopard Frog Pleco,Peckoltia compta,鼠鱼/异型,异型,巴西,medium,26,30,6,7,黄底黑斑如豹纹。,需要沉木和洞穴。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_L134豹纹_peckoltia.jpg,10-12,10-15,杂食,温和
L066帝王,King Tiger Pleco,Hypancistrus sp.,鼠鱼/异型,异型,巴西,hard,28,32,6,7,黑白条纹分明，高端异型。,高温高氧是关键。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_L066帝王_hypancistrus.jpg,12-15,10-15,杂食,温和
小精灵,Otocinclus,Otocinclus affinis,工具鱼,除藻,南美,medium,22,26,6,7.5,草缸除藻神器，体型迷你。,需要稳定的老缸，不耐新水。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_小精灵_otocinclus.jpg,3-5,3-5,素食,群居温和
黑线飞狐,Siamese Algae Eater,Crossocheilus oblongus,工具鱼,除藻,东南亚,easy,24,28,6.5,7.5,吃黑毛藻的利器。,体型会变大，成年后除藻效率下降。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_黑线飞狐_crossocheilus.jpg,12-16,8-10,杂食,有攻击性
青苔鼠,Chinese Algae Eater,Gyrinocheilus aymonieri,工具鱼,除藻,东南亚,easy,22,28,6,8,幼鱼除藻好手。,成年后会吸其他鱼体表粘液，慎混养。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_青苔鼠_gyrinocheilus.jpg,15-28,10-15,杂食,有攻击性
大和藻虾,Amano Shrimp,Caridina multidentata,工具鱼,除藻,日本,easy,18,28,6.5,7.5,除藻效率最高的虾。,淡水不能繁殖，需定期补充。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_大和藻虾_caridina.jpg,4-5,2-3,杂食,温和
樱花虾,Cherry Shrimp,Neocaridina davidi,工具鱼,观赏虾,台湾,easy,18,28,6.5,8,红色观赏虾，易繁殖。,避免与大型鱼混养。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_樱花虾_neocaridina.jpg,2-3,1-2,杂食,温和
水晶虾,Crystal Red Shrimp,Caridina cantonensis,工具鱼,观赏虾,日本改良,hard,20,25,5.5,6.8,红白条纹，高端观赏虾。,对水质极其敏感。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_水晶虾_caridina.jpg,2-3,1.5-2,杂食,温和
苹果螺,Apple Snail,Pomacea bridgesii,工具鱼,螺类,南美,easy,18,28,7,8,清理残饵，多种颜色。,可能啃食水草嫩叶。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_苹果螺_pomacea.jpg,5-8,1-3,杂食,温和
斑马螺,Zebra Nerite,Neritina natalensis,工具鱼,螺类,非洲,easy,22,28,7,8.5,除藻效率高，不吃水草。,淡水不繁殖，会产白色卵。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_斑马螺_neritina.jpg,2-3,1-2,素食,温和
红宝石,Red Jewel Cichlid,Hemichromis bimaculatus,三湖慈鲷,马鲷,西非,medium,24,28,7,8,通体红色带蓝点，发色惊艳。,领地意识极强，繁殖期凶猛。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_红宝石_hemichromis.jpg,10-15,5-8,杂食,有攻击性
蓝宝石,Blue Peacock,Aulonocara stuartgranti,三湖慈鲷,孔雀,马拉维湖,medium,24,28,7.5,8.5,电光蓝色，孔雀类代表。,高密度饲养分散攻击力。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_蓝宝石_aulonocara.jpg,12-15,8-10,杂食,高密度
黄金孔雀,Lemon Jake,Aulonocara sp.,三湖慈鲷,孔雀,马拉维湖,medium,24,28,7.5,8.5,金黄色系孔雀。,沙层觅食，需细底砂。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_黄金孔雀_aulonocara.jpg,12-15,8-10,杂食,高密度
火焰红孔雀,Dragon Blood Peacock,Aulonocara sp.,三湖慈鲷,孔雀,改良,medium,24,28,7.5,8.5,橙红色改良品种。,避免与同色系混养。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_火焰红孔雀_aulonocara.jpg,12-15,8-10,杂食,高密度
礼服孔雀,Tuxedo Guppy,Poecilia reticulata var.,孔雀/卵胎生,孔雀品系,改良,easy,22,28,7,8,后半身深色如礼服。,基因稳定，繁殖容易。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_礼服孔雀_poecilia.jpg,3-5,2-3,杂食,群居温和
蛇纹孔雀,Cobra Guppy,Poecilia reticulata var.,孔雀/卵胎生,孔雀品系,改良,easy,22,28,7,8,身体有蛇皮般纹路。,体质强健。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_蛇纹孔雀_poecilia.jpg,3-5,2-3,杂食,群居温和
马赛克孔雀,Mosaic Guppy,Poecilia reticulata var.,孔雀/卵胎生,孔雀品系,改良,medium,22,28,7,8,尾部马赛克般斑块。,保持品系需要选种。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_马赛克孔雀_poecilia.jpg,3-5,2-3,杂食,群居温和
缎带孔雀,Ribbon Guppy,Poecilia reticulata var.,孔雀/卵胎生,孔雀品系,改良,medium,22,28,7,8,腹鳍延长如缎带。,游速慢，避免与快鱼混养。,,,,/Users/wanshuiwanqigaozhishang/Downloads/MINIAPP/images/fish_new_缎带孔雀_poecilia.jpg,3-5,2-3,杂食,群居温和
